Category,Subcategory,Note,Amount,Hour,DayOfWeek,Payment Mode
Food,Grocery,biscuits,85.0,19,Saturday,Cash
Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,21,Sunday,Cash
Transportation,auto,within city,40.0,11,Saturday,Cash
Health,Health,hand gloves 4 pairs,80.0,11,Saturday,Other
Investment,RD,,1000.0,0,Sunday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Sunday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Tuesday,Other
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,0,Tuesday,Other
Food,Grocery,,160.0,0,Saturday,Cash
Investment,RD,,1000.0,0,Monday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Monday,Other
Investment,Public Provident Fund,,10000.0,0,Saturday,Other
Money transfer,Other,,10000.0,11,Sunday,Other
subscription,Audible,audible subscription,199.0,19,Tuesday,Other
subscription,Kindle unlimited,kindle unlimited,169.0,9,Friday,Other
Apparel,Footwear,slippers,200.0,0,Thursday,Cash
Investment,RD,,1000.0,0,Tuesday,Other
Investment,Mutual fund,Mutual fund C,1000.0,0,Tuesday,Other
Household,Kitchen,chalk for ants,15.0,0,Saturday,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,0,Thursday,Other
Other,Other,laptop table,1994.0,0,Monday,Other
Investment,Mutual fund,Mutual fund B,1000.0,0,Friday,Other
Investment,RD,,1000.0,0,Sunday,Other
Investment,Mutual fund,Mutual fund A,1000.0,0,Sunday,Other
Food,Other,cake,350.0,0,Sunday,Cash
Transportation,auto,grandparents to Permanent Residence,30.0,0,Sunday,Cash
Food,Other,Everest pav bhaji masala,35.0,0,Friday,Cash
Investment,Public Provident Fund,,10000.0,0,Friday,Other
Money transfer,Other,,10000.0,0,Friday,Other
Food,Other,Amul butter 100gm(4 pcs),192.0,0,Friday,Other
Food,Other,cake + balloon (150)+caps(50+40),540.0,17,Thursday,Cash
Food,Other,cake advance,100.0,17,Wednesday,Cash
Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,17,Wednesday,Cash
Other,Other,flour mill,28.0,23,Saturday,Cash
Other,Other,audible subscription,199.0,7,Saturday,Other
Apparel,Footwear,sliper,270.0,17,Friday,Other
Household,Kitchen,dustbin bags,50.0,17,Friday,Cash
Other,Other,kindle unlimited,169.0,23,Monday,Other
Gift,Other,secret Santa - diary,465.0,9,Sunday,Other
Food,Eggs,,80.0,22,Saturday,Cash
Health,Medicine,hand sanitizer,220.0,21,Saturday,Other
Health,Medicine,eye drop maxmoist,235.0,14,Saturday,Other
Transportation,auto,within city,50.0,0,Saturday,Other
Transportation,auto,station to Permanent Residence,100.0,0,Thursday,Cash
Investment,Mutual fund,,1000.0,0,Monday,Other
Recurring Deposit,Other,,1000.0,0,Monday,Other
Other,Other,flour mill,28.0,0,Wednesday,Cash
Investment,Mutual fund,reliance mutual fund,1000.0,0,Sunday,Other
Recurring Deposit,Other,,1000.0,0,Tuesday,Other
Food,snacks,Cadbury 2 + chips 2,90.0,0,Tuesday,Cash
Other,Other,petrol,200.0,0,Tuesday,Cash
Investment,Mutual fund,ICICI prudential,1000.0,0,Tuesday,Other
Apparel,Footwear,Kolhapuri chappal,325.0,0,Thursday,Cash
Apparel,Footwear,roadstar black fishermen sandals,773.0,0,Monday,Other
Food,Eggs,,84.0,0,Monday,Cash
Money transfer,Other,,50000.0,0,Monday,Other
Public Provident Fund,Other,,10000.0,0,Monday,Other
Gift,Other,to Family,1024.0,0,Monday,Other
Transportation,auto,,50.0,9,Sunday,Cash
Transportation,auto,,30.0,9,Sunday,Cash
Transportation,auto,,40.0,9,Sunday,Cash
Food,snacks,egg roll,25.0,16,Friday,Cash
Other,Other,audible subscription,199.0,6,Thursday,Other
Other,Other,Mobile Service Provider recharge wfh,251.0,21,Saturday,Other
Food,Eggs,1 dozen,84.0,21,Saturday,Cash
Other,Other,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,21,Saturday,Cash
Food,Eating out,egg roll,25.0,0,Friday,Cash
Recurring Deposit,Other,,1000.0,0,Sunday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Sunday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Saturday,Other
Other,Other,Mobile Service Provider recharge wfh,251.0,0,Saturday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Monday,Other
Recurring Deposit,Other,,1000.0,0,Monday,Other
Food,Dinner,12 eggs,84.0,0,Monday,Cash
Public Provident Fund,Other,,10000.0,0,Saturday,Cash
Transportation,auto,Permanent Residence to nearby  hospital,40.0,0,Wednesday,Cash
Money transfer,Other,,10000.0,0,Sunday,Other
Transportation,auto,Locality V to Permanent Residence,70.0,0,Sunday,Cash
Food,snacks,water bottle + khari sing,70.0,19,Saturday,Cash
Transportation,auto,b45 to Pandya bridge,71.0,19,Saturday,Cash
Food,Tea,,10.0,19,Saturday,Cash
Food,snacks,sweats,250.0,12,Saturday,Cash
Health,Health,face mask,150.0,9,Saturday,Cash
Transportation,auto,golden circle to b45,180.0,9,Saturday,Cash
Beauty,grooming,hair cut,50.0,14,Friday,Cash
Transportation,auto,Permanent Residence to kacheri,30.0,6,Friday,Cash
Transportation,Bus,redbus - brc to Place 2,665.0,10,Thursday,Other
Gift,Other,to Family,1000.0,21,Wednesday,Other
Transportation,Bus,Place 2 to brc travels,660.0,21,Wednesday,Cash
Other,Other,audible subscription,199.0,7,Tuesday,Other
Household,Kitchen,Sapat Parivar Tea half kg,240.0,17,Sunday,Cash
Household,Appliances,plumber,100.0,18,Saturday,Cash
Transportation,auto,mandir to hospital,20.0,14,Friday,Cash
Other,Other,hanger clips,40.0,8,Friday,Cash
Other,Other,Mobile Service Provider recharge wfh,251.0,13,Thursday,Other
Other,Other,toll+petrol,500.0,18,Wednesday,Cash
Apparel,Clothing,belt + socs,1479.0,21,Sunday,Other
Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,21,Sunday,Other
Money transfer,Other,,2000.0,21,Sunday,Cash
Recurring Deposit,Other,,1000.0,0,Saturday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Saturday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Friday,Other
Gift,Other,kindle + gift wrap,8029.0,0,Friday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Sunday,Other
Recurring Deposit,Other,,1000.0,0,Sunday,Other
Food,beverage,cold coffee,420.0,0,Tuesday,Other
Public Provident Fund,Other,,10000.0,0,Saturday,Other
Other,Other,phone cover,100.0,14,Wednesday,Cash
Other,Other,Mobile Service Provider sim card,350.0,10,Monday,Cash
Health,Health,6 pairs of use and throw gloves,120.0,10,Monday,Cash
Health,Health,2 n95 masks,300.0,10,Monday,Cash
Other,Other,audible subscription,199.0,10,Sunday,Other
Other,Other,shoe polish,30.0,8,Saturday,Cash
Other,Other,Mobile Service Provider fi router,2099.0,8,Monday,Other
Food,Lunch,chicken lollypop + biryani,379.0,0,Monday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Friday,Other
Recurring Deposit,Other,,1000.0,0,Friday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Thursday,Other
Recurring Deposit,Other,,1000.0,0,Saturday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Saturday,Other
Public Provident Fund,Other,,10000.0,0,Friday,Other
Money transfer,Other,,10000.0,11,Monday,Other
Other,Other,Screw driver kit,287.0,7,Monday,Other
Other,Other,all out refill,72.0,13,Sunday,Other
Other,Other,audible subscription,199.0,9,Friday,Other
Household,Kitchen,mixer Philips 7756,3499.0,9,Friday,Other
Other,Other,internet renewal (3 months pack),1450.0,9,Thursday,Other
Recurring Deposit,Other,,1000.0,0,Thursday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Thursday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Wednesday,Other
Recurring Deposit,Other,,1000.0,0,Friday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Friday,Other
maid,Other,,333.0,0,Sunday,Other
Money transfer,Other,,10000.0,0,Sunday,Other
Public Provident Fund,Other,,10000.0,0,Sunday,Other
Rent,Other,,2500.0,0,Sunday,Other
Other,Other,audible subscription,199.0,14,Wednesday,Other
Other,Other,Mobile Service Provider recharge 365 days,2599.0,22,Sunday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Wednesday,Other
Recurring Deposit,Other,,1000.0,0,Wednesday,Other
Other,Other,earphones,459.0,0,Monday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Tuesday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Sunday,Other
Recurring Deposit,Other,,1000.0,0,Sunday,Other
Other,Other,splitwise settlement,312.0,0,Saturday,Other
maid,Other,,333.0,0,Wednesday,Other
Rent,Other,,2833.0,0,Wednesday,Other
Money transfer,Other,,10000.0,0,Wednesday,Other
Public Provident Fund,Other,,10000.0,0,Wednesday,Other
Other,Other,Amazon prime,199.0,9,Monday,Other
Other,Other,Amazon prime,999.0,9,Tuesday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Tuesday,Other
Recurring Deposit,Other,,1000.0,0,Tuesday,Other
Other,Other,Tambola,50.0,0,Tuesday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Thursday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Wednesday,Other
Recurring Deposit,Other,,1000.0,0,Wednesday,Other
Cook,Other,,776.0,0,Tuesday,Other
Rent,Other,,2543.0,0,Tuesday,Other
Public Provident Fund,Other,,10000.0,0,Tuesday,Other
Household,Appliances,electricity bill,2671.0,21,Sunday,Other
Money transfer,Other,,10000.0,12,Sunday,Other
Transportation,Taxi,BR to mumbai,6000.0,17,Sunday,Other
Other,Other,splitwise settlement,607.0,14,Saturday,Other
Food,fruits,bananas 1 kg,20.0,11,Saturday,Cash
Food,Milk,milk half shakti,26.0,11,Saturday,Other
Food,Milk,milk half shakti,26.0,7,Friday,Other
Other,Other,internet renewal (3 months pack),1450.0,10,Thursday,Other
Health,Health,N95 mask,250.0,8,Wednesday,Cash
Food,Milk,milk half shakti,26.0,8,Wednesday,Other
Food,Milk,milk half shakti,26.0,0,Saturday,Cash
Investment,Mutual fund, mutual fund,1000.0,0,Thursday,Other
Recurring Deposit,Other,,1000.0,0,Thursday,Other
Food,Grocery,onions,20.0,0,Thursday,Cash
Food,Milk,milk half shakti,26.0,0,Thursday,Cash
Household,Toiletries,sensodyne rapid fire,160.0,0,Monday,Cash
Health,Health,hand sanitizer + surgical gloves,290.0,0,Saturday,Cash
Food,Milk,milk half shakti,52.0,0,Saturday,Cash
Food,Grocery,gobi,20.0,0,Saturday,Cash
Food,Milk,milk half shakti,26.0,0,Wednesday,Cash
Investment,Mutual fund,reliance mutual fund,1000.0,0,Sunday,Other
Health,Medicine,Limcee+,70.0,0,Friday,Cash
Investment,Mutual fund,ICICI prudential,1000.0,0,Tuesday,Other
Recurring Deposit,Other,,1000.0,0,Tuesday,Other
Food,Grocery,methi + palak,100.0,0,Tuesday,Cash
Food,Milk,milk half shakti,26.0,0,Tuesday,Cash
Public Provident Fund,Other,April -May 10k contribution,20000.0,0,Thursday,Other
Food,Grocery,,1178.0,0,Thursday,Other
Cook,Other,,5000.0,0,Thursday,Cash
Money transfer,Other,,10000.0,0,Thursday,Card
Food,Milk,milk half shakti,28.0,0,Thursday,Cash
Food,Grocery,dahi,20.0,0,Monday,Cash
Food,Milk,milk half gold,28.0,8,Tuesday,Cash
Other,Other,stationary (drawing book + black sketch pen),59.0,10,Sunday,Cash
Food,Grocery,eggs + bread,110.0,10,Sunday,Other
Food,Dinner,srikhand,114.0,9,Sunday,Other
Food,Grocery,snacks + veggie,420.0,9,Friday,Other
Food,Milk,milk half gold,56.0,13,Thursday,Cash
Other,Other,hair oil,180.0,10,Saturday,Other
Food,Grocery,snacks,324.0,10,Saturday,Other
Other,Other,covid19 donation to PM fund,500.0,12,Tuesday,Other
Investment,Mutual fund, mutual fund,1000.0,12,Monday,Other
Recurring Deposit,Other,,1000.0,12,Monday,Other
Food,Grocery,,699.0,0,Sunday,Cash
Food,Grocery,,156.0,0,Tuesday,Cash
Recurring Deposit,Other,,1000.0,0,Saturday,Other
Investment,Mutual fund,reliance mutual fund,1000.0,0,Saturday,Other
Investment,Mutual fund,ICICI prudential,1000.0,0,Thursday,Other
Money transfer,Other,,10000.0,0,Monday,Other
Food,Grocery,,287.0,0,Saturday,Cash
Food,Grocery,,889.0,0,Saturday,Card
Other,Other,cleaning drainage,300.0,0,Saturday,Cash
garbage disposal,Other,,50.0,0,Saturday,Cash
Cook,Other,,5000.0,0,Wednesday,Cash
Food,Grocery,toothbrush + biscuits,50.0,0,Sunday,Cash
Health,Medicine,kala hit,269.0,20,Sunday,Cash
Food,Grocery,,150.0,20,Sunday,Cash
water (jar /tanker),Other,,20.0,14,Wednesday,Cash
Food,Milk,,26.0,8,Tuesday,Cash
Food,Grocery,,433.8,13,Monday,Card
water (jar /tanker),Other,refilling,20.0,13,Monday,Cash
Apparel,Laundry,dry cleaning,100.0,21,Friday,Cash
Health,Hospital,dentist check-up,3700.0,19,Friday,Card
Household,Kitchen,cooker ring,50.0,16,Thursday,Cash
Food,snacks,samosa+tea+veg cheese grill sandwich,53.0,18,Wednesday,Cash
Food,Lunch,dal fry and chapati,25.0,13,Wednesday,Cash
Food,breakfast,aloo paratha,20.0,10,Wednesday,Cash
Food,Milk,,26.0,9,Wednesday,Cash
Other,Other,laptop repair,450.0,16,Tuesday,Cash
Health,Hospital,dentist check-up,1000.0,21,Monday,Cash
Food,Tea,,20.0,16,Monday,Cash
Apparel,Clothing,altering,30.0,18,Sunday,Cash
Food,Milk,shakti + bread,36.0,18,Sunday,Cash
Other,Other,cycle air pumping,5.0,18,Sunday,Cash
Apparel,Laundry,ironing,40.0,19,Saturday,Cash
Food,Milk,,26.0,9,Saturday,Cash
Transportation,auto,to office,10.0,15,Friday,Cash
Health,Hospital,root canal due,1900.0,0,Thursday,Card
Food,Tea,,30.0,0,Thursday,Cash
Recurring Deposit,Other,,1000.0,0,Tuesday,Other
Food,Tea,,8.0,0,Tuesday,Cash
Transportation,train,train - ddr to brc cancellation charges,11.8,0,Saturday,Other
Investment,Mutual fund, mutual fund,1000.0,0,Saturday,Other
Transportation,train,train - brc to ddr cancellation charges,11.8,0,Saturday,Other
Transportation,Train,Place 0 to Bandra,20.0,0,Saturday,Cash
Transportation,auto,Current Residence to Place 0,10.0,0,Saturday,Cash
Transportation,auto,Bandra to Bandra terminus,20.0,0,Saturday,Cash
Other,Other,Amazon prime,129.0,0,Thursday,Other
Other,Other,print out,6.0,0,Thursday,Cash
Investment,Mutual fund,reliance mutual fund,1000.0,0,Friday,Other
Recurring Deposit,Other,,1000.0,0,Friday,Other
Transportation,auto,B45 to brc,10.0,0,Wednesday,Cash
Food,beverage,orange juice,25.0,0,Wednesday,Cash
Transportation,auto,to office,10.0,0,Wednesday,Cash
Investment,Mutual fund,ICICI prudential,1000.0,0,Sunday,Other
Beauty,grooming,,40.0,0,Sunday,Cash
Food,beverage,mosambi juice,25.0,0,Friday,Cash
water (jar /tanker),Other,water jar,108.0,0,Tuesday,Cash
garbage disposal,Other,,17.0,0,Tuesday,Cash
maid,Other,,333.0,0,Tuesday,Cash
Cook,Other,,1667.0,0,Tuesday,Cash
Health,Medicine,painkillers,82.0,0,Tuesday,Cash
Health,Hospital,root canal advance,3000.0,0,Tuesday,Cash
Food,Tea,,30.0,0,Tuesday,Cash
Money transfer,Other,,10000.0,0,Tuesday,Other
Rent,Other,,2833.0,0,Tuesday,Other
Health,Medicine,painkillers,226.0,0,Tuesday,Cash
Health,Hospital,dentist check-up,300.0,0,Tuesday,Cash
Food,Lunch,canteen lunch,25.0,0,Tuesday,Cash
Transportation,auto,to office,10.0,0,Tuesday,Cash
Food,breakfast,2 uttapam,40.0,0,Tuesday,Cash
Food,fruits,bananas,20.0,0,Saturday,Cash
Food,Dinner,At restaurant,80.0,0,Saturday,Cash
Food,Lunch,chicken manchow soup,88.0,0,Saturday,Other
Food,Tea,,6.0,0,Saturday,Cash
Food,Milk,,26.0,11,Saturday,Cash
Food,Lunch,chicken thali,55.0,17,Saturday,Cash
Food,Tea,,20.0,17,Saturday,Cash
Food,Tea,,6.0,20,Thursday,Cash
Transportation,auto,office to vasna road,60.0,20,Thursday,Cash
Food,Grocery,eggs,30.0,20,Thursday,Cash
Food,Milk,,26.0,20,Thursday,Cash
Food,Grocery,vegetable,160.0,22,Tuesday,Cash
Transportation,auto,ola auto - BRC to b45,66.0,5,Tuesday,Cash
Food,Tea,,10.0,5,Tuesday,Cash
Transportation,auto,Bandra to Bandra terminus,20.0,21,Monday,Cash
Transportation,Train,Place 0 to Bandra,20.0,19,Monday,Cash
Apparel,Footwear,shoe polish,20.0,18,Monday,Cash
Transportation,train,to and fro Mum to BRC,526.0,15,Monday,Card
Other,Other,splitwise settlement,4118.0,9,Monday,Other
Health,Health,face mask,45.0,20,Thursday,Cash
Health,Medicine,koflet,34.0,20,Thursday,Cash
Food,Other,milk 1lit ,60.0,11,Thursday,Cash
Food,Other,dinner,227.0,8,Tuesday,Cash
Food,Other,kaju katli 250gm,249.0,11,Monday,Other
Transportation,Other,local - Place 0 to Place 5 return,30.0,10,Monday,Cash
Household,Other,mixer repair,250.0,21,Sunday,Cash
Other,Other,Internet renewal,500.0,19,Sunday,Cash
Food,Other,pani puri,20.0,19,Sunday,Cash
Transportation,Other,local - vadala road to Place 0,15.0,19,Sunday,Cash
Transportation,Other,taxi - dadar to vadala road,34.0,19,Sunday,Cash
Food,Other,tea,20.0,8,Sunday,Cash
Food,Other,bread,15.0,8,Sunday,Cash
Food,Other,chana chat + tea,21.0,9,Friday,Other
Food,Other,milk half shakti,27.0,9,Friday,Cash
Food,Other,Kurkure,10.0,0,Wednesday,Cash
Food,Other,tea,12.0,0,Wednesday,Cash
Food,Other,tea,10.0,0,Wednesday,Cash
Food,Other,paneer 150 gm,54.0,0,Monday,Cash
Food,Other,bread pakoda + tea,26.0,0,Monday,Other
Food,Other,grocery,60.0,0,Friday,Cash
Food,Other,tea + kachuri,18.0,0,Friday,Other
Food,Other,tea,6.0,0,Friday,Cash
Food,Other,paneer,35.0,0,Wednesday,Cash
Food,Other,farsan + khari sing,150.0,0,Wednesday,Cash
Transportation,Other,train - brc to mmct,176.0,0,Wednesday,Other
Food,Other,egg fried rice,86.0,0,Sunday,Other
Other,Other,deo and amul milk,371.0,0,Sunday,Other
Other,Other,Internet renewal,3400.0,0,Sunday,Other
Food,Other,tea + biscuits,30.0,0,Sunday,Cash
Food,Other,tea,6.0,0,Thursday,Cash
Food,Other,water jar,375.0,0,Saturday,Cash
Food,Other,bhel,40.0,0,Saturday,Cash
Food,Other,snacks,21.0,0,Saturday,Cash
Food,Other,grocery,1178.0,0,Thursday,Card
Food,Other,tea,30.0,0,Thursday,Cash
Food,Other,milk half shakti,26.0,0,Thursday,Cash
Food,Other,12 eggs,70.0,0,Monday,Cash
Food,Other,tea,10.0,0,Monday,Cash
Food,Other,grocery,107.0,0,Monday,Cash
Other,Other,shoe repair,100.0,0,Monday,Cash
Food,Other,chana chat + kachori,27.0,0,Monday,Cash
Other,Other,garbage collector,50.0,0,Monday,Cash
Other,Other,Permanent Residence money transfer,10000.0,0,Monday,Other
Food,Other,milk half shakti,26.0,0,Monday,Cash
Food,Other,5 eggs,30.0,0,Monday,Cash
Food,Other,milk half shakti,26.0,0,Friday,Cash
Household,Other,electricity bill,784.0,0,Friday,Cash
Apparel,Other,undergarments,248.0,0,Friday,Cash
Food,Other,bananas,20.0,16,Saturday,Cash
Food,Other,bhindi,40.0,16,Saturday,Cash
Transportation,Other,auto - Genda circle to b45,100.0,23,Friday,Cash
Food,Other,dinner treat,1004.0,23,Friday,Cash
Food,Other,milk half shakti,26.0,7,Thursday,Cash
Food,Other,good day biscuits,38.0,7,Thursday,Cash
Food,Other,samosa,15.0,7,Thursday,Cash
Food,Other,chana chat,15.0,18,Tuesday,Cash
Food,Other,tea,30.0,18,Tuesday,Cash
Food,Other,milk half shakti,26.0,19,Monday,Cash
Food,Other,paav,30.0,7,Monday,Cash
Food,Other,grocery,311.0,7,Monday,Card
Beauty,Other,hair cut,60.0,18,Sunday,Cash
Food,Other,tea,30.0,16,Saturday,Cash
Food,Other,tea,20.0,16,Thursday,Cash
Food,Other,snacks,33.0,16,Thursday,Cash
Food,Other,grocery,120.0,18,Wednesday,Cash
Household,Other,broom,60.0,18,Wednesday,Cash
Food,Other,samosa + 2 tea,27.0,18,Wednesday,Cash
Transportation,Other,train - bdts to brc,264.0,13,Wednesday,Cash
Transportation,Other,train - brc to mmct,138.0,13,Wednesday,Card
Food,Other,milk half gold,28.0,9,Wednesday,Cash
Food,Other,shev,50.0,9,Wednesday,Cash
Food,Other,srikhand,65.0,9,Tuesday,Cash
Food,Other,milk half gold,29.0,7,Monday,Cash
Food,Other,vegetable,60.0,7,Sunday,Cash
Food,Other,tea,8.0,7,Sunday,Cash
Food,Other,milk half gold,29.0,7,Sunday,Cash
Transportation,Other,auto - GTR to hospital,30.0,16,Friday,Cash
Transportation,Other,auto - Alk to GTR,50.0,16,Friday,Cash
Transportation,Other,auto -  to race course,10.0,16,Friday,Cash
Food,Other,Ratri Bazar,155.0,22,Thursday,Cash
Transportation,Other,auto - Amit nagar to b45,100.0,18,Thursday,Cash
Food,Other,tea,10.0,18,Thursday,Cash
Food,Other,3 bananas,13.0,23,Wednesday,Cash
Food,Other,Lunch - chicken fried rice + chicken soup,120.0,15,Wednesday,Cash
Transportation,Other,travels - Mumbai to brc,760.0,12,Wednesday,Other
Other,Other,Internet renewal,500.0,18,Tuesday,Cash
Food,Other,tea,10.0,18,Tuesday,Cash
Transportation,Other,bus - Chinchwad to kala,175.0,0,Tuesday,Cash
Transportation,Other,ola auto - to Chinchwad transport bus stop,61.0,0,Tuesday,Cash
Beauty,Other,shaving,50.0,0,Sunday,Cash
Transportation,Other,ola auto - wakad to GG skies,170.0,0,Sunday,Cash
Transportation,Other,auto -hospital to bridge,50.0,0,Thursday,Cash
Transportation,Other,travels - brc to pune,650.0,0,Thursday,Other
Other,Other,garbage collector,50.0,0,Thursday,Cash
Food,Other,tea,20.0,0,Thursday,Cash
Food,Other,sprout chat,20.0,0,Tuesday,Cash
Other,Other,participation fee - corporate cricket league,650.0,0,Tuesday,Cash
Food,Other,tea+ bourbon,20.0,0,Saturday,Cash
Food,Other,sprout chat+tea+guava drink,31.0,0,Wednesday,Cash
Food,Other,sprout chat,15.0,0,Monday,Cash
Food,Other,tea,15.0,0,Monday,Cash
Other,Other,rent,2833.0,0,Friday,Cash
Other,Other,maid,333.0,0,Friday,Cash
Food,Other,dinner,135.0,0,Friday,Other
Other,Other,cook,2250.0,0,Friday,Cash
Food,Other,shev,35.0,0,Wednesday,Cash
Food,Other,tea,20.0,0,Wednesday,Cash
Food,Other,rice,175.0,0,Wednesday,Cash
Other,Other,Public Provident Fund,10000.0,0,Wednesday,Other
Other,Other,cricket expenses,223.0,0,Sunday,Other
Food,Other,water jar,350.0,0,Sunday,Cash
Food,Other,milk half gold + 2 packs bourbon biscuits,49.0,0,Sunday,Cash
Food,Other,grocery,66.0,0,Sunday,Cash
Other,Other,Permanent Residence money transfer,10000.0,0,Sunday,Other
Food,Other,4 eggs,28.0,0,Sunday,Cash
Food,Other,tea,10.0,0,Sunday,Cash
Food,Other,bendys chicken biryani,400.0,0,Thursday,Card
Transportation,Other,share jeep - Place T top to base,20.0,0,Thursday,Cash
Transportation,Other,share jeep - Place T to brc,60.0,0,Thursday,Cash
Culture,Other, monument,40.0,0,Thursday,Cash
Food,Other,Temple Prasad,200.0,0,Thursday,Cash
Transportation,Other,ropeway Place T to and fro,142.0,0,Thursday,Cash
Transportation,Other,share jeep - Place T base to top,20.0,0,Thursday,Cash
Transportation,Other,share auto - Place H to Place T base,20.0,0,Thursday,Cash
Transportation,Other,bus - brc to Place H,30.0,0,Thursday,Cash
Food,Other,tea,10.0,0,Thursday,Cash
Transportation,Other,share auto - hospital to brc station,10.0,0,Thursday,Cash
